round,train_loss,val_loss,val_acc,val_f1
1,0.358403,0.622411,0.773,0.601508
2,0.160098,0.631438,0.7715,0.627252
3,0.121519,0.530593,0.794,0.683934
4,0.099374,0.513894,0.801,0.726943
5,0.083675,0.502701,0.814,0.757633
6,0.072515,0.503074,0.823,0.774796
7,0.063412,0.50523,0.821,0.773854
8,0.056003,0.515675,0.821,0.776716
9,0.04885,0.523799,0.8165,0.773232
10,0.043588,0.532149,0.8175,0.775887
11,0.039892,0.541599,0.8195,0.779757
12,0.036478,0.551748,0.8185,0.780385
13,0.031508,0.560481,0.8215,0.785458
14,0.029546,0.570587,0.8195,0.783676
15,0.03482,0.568654,0.816,0.781453
16,0.023254,0.575986,0.818,0.783449
17,0.02196,0.582615,0.819,0.785408
18,0.020677,0.584152,0.8195,0.787063
19,0.036664,0.567108,0.8245,0.794177
20,0.018448,0.58135,0.823,0.792141
21,0.029214,0.574456,0.831,0.800108
22,0.023799,0.574504,0.8295,0.799243
23,0.013836,0.584141,0.8285,0.798585
24,0.014077,0.586274,0.8305,0.801761
25,0.027331,0.587461,0.829,0.799525
26,0.013991,0.585743,0.832,0.803235
27,0.024004,0.57814,0.833,0.804759
28,0.02844,0.571586,0.8375,0.810288
29,0.019886,0.582682,0.837,0.810199
30,0.017258,0.587716,0.8355,0.80871
31,0.012514,0.598714,0.8345,0.807571
32,0.011628,0.604278,0.834,0.806664
33,0.01118,0.611892,0.833,0.80659
34,0.011683,0.612932,0.8335,0.807445
35,0.025008,0.605482,0.8335,0.806623
36,0.023913,0.595224,0.84,0.813889
37,0.024748,0.574594,0.8445,0.820011
38,0.025453,0.577071,0.8445,0.820865
39,0.020673,0.58654,0.842,0.817325
40,0.007314,0.59905,0.841,0.815052
41,0.020496,0.592429,0.8415,0.815857
42,0.01573,0.59811,0.8415,0.816602
43,0.023172,0.582779,0.845,0.821212
44,0.007981,0.602537,0.841,0.816113
45,0.019283,0.594448,0.8445,0.819401
46,0.015558,0.596225,0.8435,0.818106
47,0.012922,0.593945,0.8435,0.820013
48,0.008941,0.598356,0.8425,0.817537
49,0.011844,0.597171,0.844,0.818894
50,0.014241,0.594092,0.844,0.818685
51,0.021228,0.592523,0.845,0.818855
52,0.0276,0.58355,0.843,0.818742
53,0.009827,0.593594,0.8415,0.816909
54,0.013683,0.585294,0.845,0.820207
55,0.023824,0.592535,0.842,0.817697
56,0.015246,0.587912,0.8425,0.81773
57,0.006061,0.596095,0.844,0.819207
58,0.009132,0.583042,0.8455,0.820647
