round,train_loss,val_loss,val_acc,val_f1
1,0.394115,0.720431,0.753877,0.587285
2,0.159341,0.709385,0.803402,0.722331
3,0.106337,0.726456,0.797399,0.720181
4,0.082679,0.759037,0.782891,0.704095
5,0.067548,0.759681,0.777889,0.698251
6,0.05822,0.74717,0.773387,0.694331
7,0.053013,0.713687,0.772386,0.697286
8,0.044091,0.717087,0.768384,0.69323
9,0.038867,0.711323,0.766383,0.691684
10,0.036202,0.708237,0.765883,0.693505
11,0.031691,0.705527,0.76088,0.687912
12,0.032686,0.701502,0.761381,0.690965
13,0.030843,0.705847,0.758879,0.686968
14,0.024866,0.714932,0.757879,0.687545
15,0.022135,0.719123,0.755878,0.685857
16,0.029872,0.701512,0.754877,0.68721
17,0.024268,0.717154,0.751376,0.682514
