round,train_loss,val_loss,val_acc,val_f1
1,0.733874,0.682846,0.7825,0.70169
2,0.490234,0.455288,0.8745,0.844731
3,0.440783,0.412791,0.8915,0.86612
4,0.423018,0.408914,0.89,0.864546
5,0.413291,0.406567,0.8915,0.866042
6,0.406892,0.404218,0.8905,0.865005
7,0.4022,0.402787,0.8895,0.863839
8,0.39854,0.400603,0.891,0.865975
9,0.39558,0.397967,0.8915,0.867063
10,0.393086,0.395923,0.8905,0.865823
11,0.390917,0.393598,0.8915,0.867365
12,0.389135,0.39148,0.8915,0.867661
13,0.387587,0.389506,0.893,0.870371
14,0.38619,0.388357,0.893,0.870364
15,0.384921,0.386548,0.8935,0.87153
16,0.383771,0.38444,0.894,0.872708
17,0.382687,0.382217,0.8945,0.873679
18,0.381671,0.380759,0.8945,0.873989
19,0.380732,0.378635,0.895,0.875225
20,0.379811,0.377045,0.895,0.875225
21,0.378971,0.375686,0.896,0.876345
22,0.37819,0.37392,0.897,0.877791
23,0.377465,0.372868,0.897,0.878111
24,0.376774,0.370978,0.8975,0.879198
25,0.376113,0.369433,0.897,0.878622
26,0.375478,0.368504,0.8975,0.879275
27,0.374887,0.367743,0.898,0.879968
28,0.374338,0.366669,0.898,0.880256
29,0.373804,0.365801,0.898,0.880256
30,0.373301,0.364961,0.898,0.88062
31,0.372832,0.364369,0.899,0.88167
32,0.372382,0.363383,0.9,0.882705
33,0.371954,0.362404,0.9005,0.88328
34,0.371539,0.361301,0.9,0.882668
35,0.371132,0.360735,0.9,0.882341
36,0.370747,0.360376,0.9,0.882341
37,0.370388,0.359911,0.9,0.882276
38,0.370048,0.358955,0.901,0.883316
39,0.36972,0.358668,0.9015,0.884124
40,0.369414,0.358387,0.9005,0.882114
41,0.369108,0.35764,0.901,0.882879
42,0.368823,0.357344,0.9015,0.883641
43,0.368556,0.356953,0.9015,0.883641
44,0.368301,0.356839,0.902,0.884338
45,0.368045,0.356242,0.902,0.884338
46,0.367818,0.356077,0.9015,0.883759
47,0.367601,0.355087,0.902,0.884152
48,0.36739,0.354944,0.902,0.884483
49,0.367169,0.354874,0.901,0.883327
50,0.366985,0.354408,0.901,0.883327
51,0.36679,0.35427,0.9015,0.883806
52,0.366608,0.353859,0.9015,0.883806
53,0.366418,0.353438,0.901,0.882895
54,0.366266,0.352976,0.9015,0.883707
55,0.366082,0.352262,0.9015,0.883707
56,0.36592,0.351792,0.902,0.884287
57,0.365742,0.352185,0.9015,0.883707
58,0.365577,0.3517,0.901,0.883141
59,0.365424,0.351569,0.901,0.883141
60,0.365293,0.351807,0.901,0.883141
61,0.365119,0.351596,0.901,0.882856
62,0.364978,0.350927,0.902,0.884103
63,0.364837,0.35058,0.9015,0.883268
