round,train_loss,val_loss,val_acc,val_f1
1,0.40573,0.779954,0.667848,0.537141
2,0.131975,0.709601,0.719494,0.644638
3,0.081124,0.652274,0.769114,0.734931
4,0.059791,0.633947,0.782278,0.750599
5,0.049296,0.637275,0.787848,0.762027
6,0.042216,0.64124,0.797468,0.776772
7,0.035678,0.644871,0.798987,0.779585
8,0.03234,0.641321,0.804051,0.784477
9,0.029397,0.64299,0.80557,0.787073
10,0.027004,0.6522,0.803544,0.783736
11,0.025741,0.651476,0.807089,0.787753
12,0.023872,0.661825,0.803544,0.784118
13,0.024742,0.656583,0.806582,0.788299
14,0.024342,0.658781,0.807089,0.788941
15,0.019275,0.650731,0.811646,0.794042
16,0.017176,0.665437,0.808101,0.790365
17,0.023529,0.652474,0.813165,0.79628
18,0.018033,0.668454,0.808101,0.790183
19,0.028457,0.689203,0.812658,0.796337
20,0.012953,0.676196,0.811646,0.794132
21,0.016276,0.678274,0.808608,0.791406
22,0.016895,0.675512,0.80962,0.791406
23,0.013028,0.673099,0.810633,0.792652
24,0.012445,0.685586,0.809114,0.790913
25,0.01121,0.68964,0.810633,0.79264
26,0.011057,0.698612,0.80962,0.791372
27,0.011105,0.710413,0.809114,0.790946
28,0.011847,0.726863,0.806582,0.788051
29,0.010693,0.723608,0.808101,0.789195
30,0.010774,0.728324,0.808101,0.789356
31,0.013049,0.700458,0.80962,0.790572
32,0.011391,0.715758,0.810127,0.79093
33,0.011489,0.719227,0.810127,0.790792
34,0.014939,0.713135,0.811139,0.791888
