round,train_loss,val_loss,val_acc,val_f1
1,0.692858,0.679804,0.758379,0.592977
2,0.48441,0.596603,0.78039,0.697359
3,0.446104,0.558752,0.793897,0.721265
4,0.428698,0.536675,0.794897,0.720551
5,0.418387,0.519527,0.796898,0.723708
6,0.411274,0.507199,0.797399,0.726142
7,0.405956,0.497888,0.798399,0.728909
8,0.401806,0.487344,0.803902,0.738392
9,0.398459,0.478376,0.807404,0.74456
10,0.395654,0.472238,0.809905,0.750008
11,0.393229,0.465285,0.813407,0.756442
12,0.391107,0.459825,0.821411,0.769724
13,0.389225,0.454106,0.826413,0.778482
14,0.38756,0.449635,0.830415,0.785131
15,0.386075,0.4461,0.836418,0.793801
16,0.384723,0.443365,0.84042,0.800286
17,0.38352,0.438969,0.845423,0.80808
18,0.382421,0.436133,0.846423,0.809422
19,0.381434,0.434401,0.849425,0.813914
20,0.380536,0.431405,0.850925,0.816317
21,0.379735,0.429721,0.852426,0.818211
22,0.378985,0.427993,0.853427,0.819688
23,0.378288,0.427178,0.853427,0.819489
24,0.377648,0.426024,0.855928,0.822395
25,0.377051,0.424519,0.857429,0.824561
26,0.376512,0.423118,0.85943,0.82742
27,0.376003,0.422861,0.861431,0.830048
28,0.375533,0.422135,0.862431,0.830865
29,0.375076,0.421549,0.861931,0.830211
30,0.374679,0.421182,0.864932,0.83419
31,0.374279,0.420044,0.865933,0.835662
32,0.373921,0.419651,0.866433,0.835962
33,0.373579,0.419283,0.865933,0.835304
34,0.373246,0.419115,0.865433,0.834444
35,0.37294,0.418212,0.864932,0.834144
36,0.372635,0.418116,0.864432,0.833558
37,0.372363,0.416956,0.863932,0.832905
38,0.372091,0.416961,0.865933,0.83519
39,0.371835,0.416709,0.866433,0.835715
40,0.371566,0.416642,0.866433,0.835715
41,0.371337,0.416114,0.866933,0.836547
42,0.371137,0.415479,0.866933,0.836436
43,0.37092,0.415571,0.865933,0.835131
44,0.370733,0.414633,0.866933,0.836592
45,0.37055,0.414555,0.866933,0.836409
46,0.370382,0.414767,0.866933,0.83648
47,0.370229,0.414836,0.867434,0.837048
48,0.370076,0.414083,0.867934,0.837786
49,0.369954,0.41345,0.867934,0.838141
50,0.36982,0.413548,0.868434,0.838793
51,0.369659,0.412872,0.868934,0.839671
52,0.369518,0.412128,0.869435,0.840415
53,0.369363,0.41074,0.868934,0.839763
54,0.36922,0.410844,0.868434,0.839112
55,0.369052,0.411338,0.867934,0.838454
56,0.368894,0.410512,0.867934,0.838454
57,0.368808,0.409662,0.869435,0.840426
58,0.368843,0.410464,0.865433,0.834865
59,0.368775,0.4104,0.865933,0.835521
60,0.368716,0.409783,0.864932,0.834177
61,0.368476,0.409266,0.866933,0.836668
62,0.368127,0.408397,0.867434,0.837121
63,0.36791,0.407288,0.868934,0.839191
64,0.367648,0.406014,0.868934,0.839318
65,0.367357,0.405648,0.867934,0.837987
66,0.367007,0.404586,0.868434,0.838861
67,0.366838,0.403574,0.869435,0.840188
68,0.36676,0.403838,0.869435,0.840182
69,0.366627,0.403434,0.869935,0.840622
70,0.366507,0.403985,0.869435,0.840256
71,0.366313,0.403317,0.869935,0.840905
72,0.366202,0.403704,0.869435,0.840596
73,0.366101,0.404521,0.868934,0.839757
74,0.36598,0.406227,0.868934,0.840105
75,0.365855,0.406149,0.868434,0.839447
76,0.365752,0.406198,0.867934,0.838506
77,0.365646,0.407381,0.867434,0.837925
78,0.365551,0.407164,0.867934,0.83857
79,0.365449,0.406963,0.867934,0.838678
80,0.365378,0.406418,0.868434,0.839397
81,0.365334,0.407352,0.868434,0.839366
82,0.365265,0.406171,0.868434,0.839473
83,0.365252,0.406328,0.867934,0.838827
84,0.365147,0.404948,0.869435,0.840781
85,0.365048,0.402079,0.871936,0.84401
86,0.364998,0.403265,0.871436,0.843481
87,0.364869,0.402684,0.872436,0.844823
88,0.36481,0.402509,0.872936,0.84541
89,0.364693,0.40169,0.873937,0.846785
90,0.364635,0.400495,0.874937,0.84855
91,0.364577,0.399429,0.875938,0.849851
92,0.364532,0.399711,0.875438,0.849188
93,0.364505,0.399273,0.876438,0.850488
94,0.364456,0.400058,0.875438,0.849096
95,0.364438,0.401308,0.874937,0.848623
96,0.364508,0.402873,0.873937,0.847321
97,0.364473,0.403522,0.872436,0.845258
98,0.364513,0.405277,0.871936,0.844618
99,0.364625,0.406526,0.871436,0.844077
100,0.364557,0.408064,0.870935,0.843436
