round,train_loss,val_loss,val_acc,val_f1
1,0.643444,0.717197,0.74565,0.527197
2,0.493531,0.570784,0.762538,0.569315
3,0.464726,0.546027,0.76868,0.595778
4,0.448843,0.525493,0.781474,0.639175
5,0.437869,0.508416,0.792733,0.670753
6,0.429848,0.496947,0.802456,0.696662
7,0.42372,0.487881,0.810645,0.716384
8,0.418835,0.480192,0.815763,0.727057
9,0.414794,0.473714,0.82088,0.737625
10,0.411362,0.468649,0.825486,0.747299
11,0.40841,0.463918,0.830092,0.757152
12,0.40586,0.459548,0.833675,0.764317
13,0.403587,0.455369,0.83521,0.767159
14,0.401604,0.451765,0.839304,0.775068
15,0.39979,0.448476,0.840839,0.778089
16,0.398159,0.444838,0.844933,0.785694
17,0.396664,0.44192,0.845445,0.786635
18,0.395287,0.439586,0.846981,0.789646
19,0.394027,0.436055,0.848516,0.792261
20,0.392819,0.433626,0.850563,0.796091
21,0.391673,0.430612,0.85261,0.799737
22,0.390634,0.428492,0.854657,0.804013
23,0.389613,0.425539,0.856192,0.806675
24,0.38866,0.422733,0.860798,0.814426
25,0.387772,0.421267,0.86131,0.815365
26,0.386928,0.419533,0.862845,0.817892
27,0.38616,0.417153,0.863869,0.819677
28,0.385406,0.415709,0.865916,0.823007
29,0.384629,0.413759,0.867963,0.826778
30,0.383883,0.412109,0.87001,0.830122
31,0.38327,0.410613,0.872057,0.833546
32,0.382691,0.408658,0.874616,0.837742
33,0.382121,0.406921,0.876663,0.840899
34,0.381597,0.404733,0.879734,0.845562
35,0.381104,0.403712,0.882293,0.849707
36,0.380651,0.402142,0.885875,0.855381
37,0.380205,0.399971,0.88741,0.857649
38,0.379797,0.398707,0.889458,0.860896
39,0.379416,0.39719,0.890993,0.863406
40,0.379064,0.396269,0.891505,0.864025
41,0.378753,0.394103,0.893552,0.866967
42,0.378467,0.392576,0.894063,0.867698
43,0.378218,0.390929,0.897134,0.871969
44,0.377971,0.390058,0.897134,0.871969
45,0.377706,0.388119,0.898669,0.874182
46,0.377484,0.386522,0.900205,0.876248
47,0.377218,0.385242,0.899181,0.874981
48,0.377002,0.383616,0.899693,0.875694
49,0.376788,0.381898,0.899181,0.874981
50,0.376564,0.380656,0.897134,0.872111
51,0.376352,0.378642,0.897134,0.872111
52,0.376177,0.377486,0.896622,0.871388
53,0.376003,0.376667,0.894575,0.868343
54,0.375802,0.37526,0.893552,0.86688
55,0.375742,0.374078,0.892016,0.86467
56,0.375638,0.372073,0.891505,0.863928
57,0.375558,0.371275,0.888434,0.859275
58,0.375523,0.370639,0.886387,0.856255
59,0.375448,0.371358,0.882805,0.850523
60,0.375379,0.370851,0.881269,0.848243
61,0.375281,0.372081,0.880246,0.846581
