round,train_loss,val_loss,val_acc,val_f1
1,0.303998,0.855882,0.741371,0.527623
2,0.142332,0.872121,0.76088,0.558901
3,0.119939,0.831241,0.763882,0.565886
4,0.097575,0.806537,0.768384,0.570392
5,0.080256,0.77667,0.769385,0.57129
6,0.070745,0.756668,0.769385,0.571852
7,0.060419,0.743377,0.765883,0.569868
8,0.050972,0.736146,0.762381,0.567817
9,0.044671,0.724721,0.766383,0.584976
10,0.044046,0.714607,0.768884,0.59647
11,0.041049,0.713671,0.775388,0.623104
12,0.043583,0.709585,0.778389,0.633262
13,0.034263,0.697427,0.783892,0.651581
14,0.031696,0.686254,0.788394,0.667368
15,0.02662,0.684574,0.791396,0.678182
16,0.031921,0.688095,0.792396,0.684539
17,0.029976,0.693071,0.792396,0.687628
18,0.025219,0.689951,0.792896,0.689163
19,0.031371,0.687762,0.792396,0.688794
20,0.022575,0.688464,0.791396,0.689587
21,0.020604,0.691094,0.791396,0.690435
22,0.023787,0.701389,0.790895,0.693894
23,0.018305,0.700217,0.790395,0.694341
24,0.030007,0.695957,0.794397,0.698737
25,0.019501,0.691796,0.794897,0.700292
26,0.027589,0.673458,0.793897,0.700166
27,0.021785,0.680605,0.795898,0.706605
28,0.019766,0.691885,0.792896,0.703498
29,0.027603,0.683885,0.792396,0.703616
30,0.027496,0.682055,0.794897,0.707622
31,0.035528,0.680281,0.796398,0.710286
32,0.025335,0.675522,0.796398,0.712588
33,0.021989,0.674245,0.7994,0.718837
34,0.010473,0.665132,0.798899,0.71894
35,0.028525,0.701409,0.791896,0.707593
36,0.009927,0.690518,0.794397,0.713267
37,0.008825,0.664375,0.793397,0.712748
38,0.007255,0.668567,0.792896,0.712974
39,0.007515,0.664558,0.794897,0.71764
40,0.020533,0.676322,0.797899,0.722673
41,0.015711,0.683949,0.7994,0.725479
42,0.014072,0.686575,0.797399,0.721206
43,0.019282,0.670934,0.8004,0.728191
44,0.005769,0.664485,0.798399,0.725632
45,0.012761,0.667255,0.801401,0.730523
46,0.006409,0.664622,0.798899,0.726106
47,0.006562,0.666144,0.801901,0.73146
48,0.006,0.668277,0.8009,0.730465
49,0.014478,0.671643,0.805403,0.738354
50,0.019017,0.67241,0.801401,0.730769
51,0.005491,0.679557,0.7994,0.72811
52,0.021925,0.67987,0.798899,0.723902
53,0.009443,0.690641,0.797899,0.722602
54,0.005092,0.680055,0.7999,0.729953
55,0.00501,0.680498,0.8004,0.731569
56,0.031106,0.692002,0.802901,0.73212
57,0.005413,0.696666,0.801401,0.727204
58,0.005388,0.696153,0.801901,0.730731
59,0.005262,0.697769,0.8004,0.729752
60,0.005093,0.695347,0.8004,0.732657
61,0.004956,0.693368,0.7999,0.731298
62,0.005034,0.694596,0.797899,0.729154
63,0.005189,0.694022,0.798899,0.731188
64,0.005372,0.69335,0.7999,0.732802
