round,train_loss,val_loss,val_acc,val_f1
1,0.384768,0.807918,0.665823,0.494467
2,0.146849,0.66005,0.763038,0.696043
3,0.098075,0.630455,0.799494,0.762887
4,0.076441,0.605383,0.807595,0.774978
5,0.063356,0.590348,0.810633,0.781168
6,0.054384,0.575057,0.81519,0.786834
7,0.048099,0.564041,0.816709,0.78972
8,0.043153,0.551615,0.821772,0.79621
9,0.038935,0.545978,0.823797,0.799463
10,0.034156,0.543291,0.825823,0.802944
11,0.030423,0.543596,0.827342,0.805968
12,0.028161,0.545958,0.827848,0.807576
13,0.026345,0.547885,0.828861,0.808831
14,0.025822,0.551377,0.828354,0.809165
15,0.027591,0.552003,0.827342,0.808681
16,0.028011,0.551018,0.830886,0.812748
17,0.021256,0.557036,0.830886,0.813456
18,0.021292,0.561175,0.831899,0.814033
19,0.0234,0.560113,0.830886,0.813189
20,0.023205,0.557947,0.833418,0.815931
21,0.020544,0.562212,0.832911,0.815885
22,0.023638,0.565527,0.835443,0.81881
23,0.021837,0.573293,0.832911,0.816519
24,0.021835,0.570957,0.835949,0.819691
25,0.022377,0.58974,0.828861,0.812149
26,0.01613,0.586836,0.83038,0.813919
27,0.017741,0.590424,0.827848,0.811305
28,0.015155,0.595287,0.829873,0.813819
29,0.02134,0.59033,0.831899,0.816147
30,0.019931,0.591658,0.831899,0.8159
31,0.015141,0.60029,0.832405,0.816995
32,0.020531,0.598318,0.829873,0.814274
33,0.015574,0.601993,0.829367,0.81379
34,0.016124,0.604018,0.827848,0.812167
35,0.025863,0.603981,0.830886,0.815335
36,0.019307,0.611538,0.828861,0.813168
37,0.026503,0.606414,0.835443,0.820913
38,0.01781,0.621178,0.833418,0.818156
39,0.018258,0.625872,0.833924,0.818874
40,0.025728,0.627334,0.836456,0.821347
41,0.019458,0.6192,0.837975,0.822609
42,0.029178,0.614291,0.843544,0.828618
43,0.029198,0.620058,0.84,0.825148
44,0.013554,0.62628,0.84,0.82557
45,0.027323,0.622131,0.843544,0.829275
46,0.022919,0.636095,0.838481,0.823594
47,0.013197,0.63981,0.836962,0.822079
48,0.01962,0.637388,0.836962,0.822382
49,0.02286,0.636544,0.837975,0.823488
50,0.012308,0.635136,0.838987,0.824805
51,0.030314,0.63364,0.836962,0.822774
52,0.034478,0.61979,0.837468,0.823327
53,0.033075,0.639271,0.84,0.824462
54,0.023665,0.653944,0.833924,0.818773
55,0.024434,0.631371,0.841013,0.8264
56,0.028137,0.639457,0.837975,0.823271
57,0.022994,0.641834,0.842532,0.828001
58,0.018714,0.625199,0.842025,0.827668
59,0.004698,0.636774,0.836962,0.822663
60,0.026774,0.642256,0.839494,0.825559
