round,train_loss,val_loss,val_acc,val_f1
1,0.653836,0.934245,0.623291,0.412483
2,0.484259,0.743558,0.723544,0.612739
3,0.448665,0.662885,0.762025,0.680419
4,0.433303,0.621583,0.777722,0.706377
5,0.424149,0.595651,0.786329,0.719057
6,0.417643,0.578161,0.791392,0.729423
7,0.412569,0.566004,0.796456,0.740373
8,0.408458,0.55647,0.801013,0.748557
9,0.405008,0.549582,0.804051,0.753364
10,0.402071,0.545048,0.803038,0.754308
11,0.399496,0.541588,0.807089,0.761424
12,0.397259,0.539581,0.809114,0.766193
13,0.395292,0.537828,0.80962,0.767307
14,0.393533,0.537798,0.807595,0.766468
15,0.39197,0.536783,0.80557,0.764842
16,0.390567,0.537975,0.80557,0.766238
17,0.389298,0.538266,0.807089,0.76883
18,0.388147,0.539357,0.807595,0.77143
19,0.3871,0.540264,0.805063,0.770309
20,0.386138,0.541863,0.803544,0.769424
21,0.385249,0.54342,0.802025,0.768846
22,0.384441,0.545116,0.801013,0.768766
23,0.383676,0.546548,0.802025,0.770704
24,0.382972,0.547978,0.803038,0.772594
25,0.382326,0.548302,0.803038,0.772907
26,0.381727,0.549807,0.799494,0.770383
27,0.38117,0.550218,0.801013,0.772649
28,0.380637,0.550813,0.802532,0.774302
29,0.380155,0.55013,0.802025,0.774075
30,0.3797,0.549559,0.802532,0.774859
31,0.379251,0.548448,0.803038,0.775468
32,0.378836,0.547102,0.803038,0.775498
33,0.378443,0.545674,0.804051,0.776629
34,0.378074,0.543985,0.80557,0.778317
35,0.37771,0.541531,0.807595,0.780587
36,0.377363,0.538741,0.808608,0.781851
37,0.377047,0.536563,0.810127,0.783645
38,0.376723,0.533705,0.810633,0.783999
39,0.376444,0.530833,0.811646,0.785308
40,0.376168,0.528681,0.812152,0.786169
41,0.375905,0.525308,0.813671,0.78779
42,0.375653,0.523263,0.81519,0.78924
43,0.375426,0.520578,0.816709,0.79075
44,0.375204,0.51765,0.818228,0.792496
45,0.374996,0.516052,0.820759,0.79503
46,0.374803,0.513713,0.820253,0.794604
47,0.374601,0.511377,0.819747,0.793997
48,0.374412,0.509204,0.820759,0.795244
49,0.374223,0.509122,0.821266,0.796555
50,0.374022,0.507904,0.821266,0.796763
51,0.373815,0.507907,0.821772,0.797801
52,0.373594,0.50975,0.820253,0.796331
53,0.373388,0.511523,0.816709,0.793038
54,0.37317,0.514352,0.818734,0.795001
55,0.372982,0.517832,0.814177,0.790653
56,0.372793,0.52204,0.811646,0.78799
57,0.372625,0.527892,0.810127,0.786666
58,0.37247,0.534518,0.80557,0.782614
59,0.372361,0.540247,0.801519,0.778596
60,0.372268,0.545545,0.799494,0.776565
61,0.372213,0.548836,0.797468,0.774588
62,0.372178,0.549154,0.801519,0.779536
63,0.372165,0.548031,0.804051,0.782373
64,0.372163,0.544298,0.811139,0.789911
65,0.372162,0.538231,0.814684,0.793673
66,0.372138,0.530065,0.819241,0.798191
67,0.372127,0.524189,0.821266,0.80033
68,0.372078,0.514719,0.825316,0.805739
69,0.372061,0.512088,0.828354,0.809143
70,0.371879,0.506426,0.832405,0.813317
71,0.371807,0.506734,0.831899,0.812585
72,0.371588,0.50332,0.839494,0.820315
73,0.371473,0.503759,0.835443,0.814736
74,0.371294,0.501077,0.838987,0.818468
75,0.37121,0.499051,0.839494,0.818806
76,0.371125,0.495399,0.846076,0.825587
77,0.371162,0.492339,0.852152,0.831638
78,0.37122,0.491988,0.852658,0.830973
79,0.371453,0.493251,0.84962,0.826187
80,0.37168,0.497376,0.844557,0.817979
81,0.372046,0.495181,0.846076,0.819286
82,0.371955,0.489414,0.848101,0.821422
83,0.371623,0.479475,0.850633,0.826157
84,0.370966,0.47222,0.850127,0.826997
85,0.370527,0.467137,0.851646,0.829394
86,0.37026,0.462599,0.854177,0.832463
87,0.370052,0.459356,0.856203,0.835286
88,0.36982,0.457951,0.856709,0.835905
89,0.369627,0.456618,0.854684,0.833713
90,0.369523,0.45728,0.854684,0.833297
91,0.369412,0.459615,0.853671,0.832193
92,0.369308,0.462947,0.854684,0.833417
93,0.369185,0.46885,0.853165,0.831487
94,0.368986,0.474177,0.849114,0.826786
95,0.368835,0.480475,0.847595,0.825088
96,0.368641,0.486251,0.844051,0.821311
97,0.368475,0.493568,0.843544,0.821084
98,0.368505,0.500188,0.841013,0.818122
99,0.368727,0.507813,0.838987,0.815771
100,0.368891,0.51475,0.836962,0.813766
