round,train_loss,val_loss,val_acc,val_f1
1,0.403689,0.746536,0.725,0.552334
2,0.148842,0.514815,0.7805,0.668484
3,0.098444,0.451445,0.81,0.74029
4,0.076126,0.443497,0.8245,0.77354
5,0.064351,0.43364,0.845,0.808481
6,0.053519,0.426027,0.853,0.820611
7,0.049547,0.419956,0.8595,0.831111
8,0.043286,0.417956,0.8615,0.833118
9,0.036781,0.418371,0.8585,0.829887
10,0.044054,0.411547,0.8595,0.832592
11,0.027601,0.417377,0.8605,0.833255
12,0.025239,0.420087,0.8585,0.830789
13,0.023608,0.421932,0.859,0.831695
14,0.02225,0.425767,0.8575,0.830411
15,0.022063,0.425009,0.8595,0.832683
16,0.020543,0.42279,0.859,0.83229
17,0.020465,0.423836,0.861,0.834842
18,0.017333,0.430142,0.8605,0.834661
19,0.016257,0.436753,0.861,0.835208
20,0.015535,0.441129,0.8605,0.834812
21,0.015072,0.443385,0.8575,0.831304
22,0.014666,0.444077,0.8575,0.831304
23,0.014043,0.448363,0.8575,0.831566
24,0.013745,0.448696,0.857,0.830806
25,0.013389,0.454807,0.856,0.829649
26,0.01311,0.457218,0.857,0.830806
27,0.012765,0.460432,0.8555,0.829134
28,0.015583,0.459849,0.856,0.830104
29,0.012947,0.463621,0.8545,0.828424
30,0.012949,0.467297,0.855,0.828741
31,0.012205,0.468725,0.855,0.829186
32,0.013184,0.47758,0.8535,0.827149
33,0.01124,0.476144,0.856,0.830237
34,0.010766,0.474415,0.855,0.82944
