round,train_loss,val_loss,val_acc,val_f1
1,0.701032,0.824914,0.720506,0.637138
2,0.478737,0.597238,0.784304,0.744931
3,0.434598,0.551926,0.797468,0.762726
4,0.419133,0.536467,0.798987,0.765815
5,0.410614,0.529148,0.801519,0.769656
6,0.405009,0.524319,0.80557,0.775733
7,0.400933,0.518884,0.807595,0.778028
8,0.39779,0.5144,0.80962,0.780794
9,0.395256,0.509392,0.81519,0.788341
10,0.393156,0.506874,0.817215,0.791465
11,0.391365,0.503141,0.818228,0.793798
12,0.389817,0.500719,0.819747,0.796613
13,0.388455,0.49804,0.820253,0.798175
14,0.38723,0.495129,0.820253,0.798425
15,0.386131,0.494146,0.820759,0.799683
16,0.385116,0.492494,0.822278,0.801686
17,0.384193,0.491185,0.824304,0.804691
18,0.383339,0.490783,0.82481,0.806176
19,0.382541,0.489543,0.82481,0.806444
20,0.381792,0.48903,0.827342,0.810154
21,0.38109,0.488053,0.827848,0.811096
22,0.380422,0.487031,0.827342,0.810874
23,0.379793,0.486239,0.826329,0.809673
24,0.379191,0.485734,0.827342,0.811011
25,0.378619,0.485074,0.826329,0.810544
26,0.378073,0.484535,0.827342,0.812203
27,0.377558,0.483786,0.828354,0.814191
28,0.377067,0.48376,0.825316,0.810612
29,0.376586,0.483092,0.825316,0.811254
30,0.376124,0.48303,0.826835,0.813507
31,0.375696,0.482529,0.827848,0.814798
32,0.375275,0.481679,0.828354,0.816051
33,0.37487,0.48057,0.828861,0.816744
34,0.374486,0.479245,0.83038,0.818332
35,0.37411,0.478719,0.83038,0.818332
36,0.373754,0.478216,0.829873,0.8182
37,0.373404,0.477783,0.83038,0.81883
38,0.373073,0.477049,0.829367,0.8178
39,0.372762,0.47578,0.830886,0.819686
40,0.372447,0.475173,0.83038,0.819058
41,0.372151,0.474226,0.83038,0.818901
42,0.371859,0.473376,0.83038,0.819127
43,0.371576,0.472695,0.830886,0.819528
44,0.371308,0.471024,0.831392,0.820471
45,0.37105,0.470429,0.831899,0.820873
46,0.370799,0.469798,0.832405,0.821496
47,0.370553,0.4689,0.831899,0.82071
48,0.370314,0.468452,0.831899,0.82076
49,0.370092,0.46709,0.832911,0.821835
50,0.369871,0.466342,0.833924,0.822859
51,0.369663,0.465686,0.833418,0.822456
52,0.369464,0.464988,0.833924,0.822859
53,0.369268,0.463912,0.83443,0.823584
54,0.369076,0.462789,0.836456,0.82568
55,0.368888,0.462649,0.83443,0.823658
56,0.368704,0.461658,0.835949,0.825326
57,0.368532,0.46089,0.836962,0.826614
58,0.368372,0.460064,0.837468,0.827478
59,0.368212,0.459421,0.837468,0.827528
60,0.368049,0.458627,0.837975,0.828194
61,0.367902,0.457982,0.839494,0.829941
62,0.367753,0.457431,0.837975,0.828131
63,0.367606,0.457218,0.837975,0.82792
64,0.367461,0.456499,0.838987,0.82894
65,0.367324,0.456088,0.838987,0.82894
66,0.367196,0.455576,0.838481,0.828324
67,0.367065,0.455019,0.838987,0.82894
68,0.366937,0.454559,0.839494,0.829605
69,0.366824,0.45435,0.84,0.829981
70,0.366703,0.454419,0.840506,0.830712
71,0.366579,0.453709,0.841013,0.831117
72,0.36647,0.453364,0.840506,0.830552
73,0.366362,0.452913,0.841519,0.831849
74,0.366247,0.452948,0.841013,0.83112
75,0.36614,0.452925,0.841519,0.832367
76,0.366027,0.452578,0.841013,0.83112
77,0.365938,0.452449,0.841519,0.832188
78,0.365829,0.452453,0.841013,0.831378
79,0.365738,0.451902,0.841519,0.832188
80,0.365638,0.452188,0.841519,0.832188
81,0.365555,0.452183,0.842025,0.832794
82,0.365446,0.452409,0.842025,0.832794
83,0.365363,0.452817,0.841519,0.832188
84,0.365282,0.45298,0.842025,0.833045
85,0.365196,0.4525,0.842025,0.832648
86,0.365121,0.452548,0.841519,0.831816
87,0.36504,0.452641,0.841519,0.832215
88,0.364956,0.453033,0.841013,0.831411
89,0.364872,0.453491,0.841013,0.831811
90,0.364792,0.45388,0.839494,0.830251
91,0.364723,0.45386,0.840506,0.831407
92,0.36466,0.454142,0.84,0.831056
93,0.364588,0.453975,0.840506,0.831434
94,0.364512,0.453784,0.840506,0.831434
95,0.364445,0.454532,0.84,0.831031
96,0.364376,0.454167,0.84,0.831031
97,0.364308,0.454496,0.84,0.831031
98,0.364255,0.454775,0.84,0.831425
99,0.364202,0.455062,0.840506,0.832159
